date,chainlink,isPartial,no_rolling,normalized_no,normalized_yes,scalar,vote no,vote yes,yes_rolling
2017-07-01 00:00:00,0,False,,0.0,900.0,1,0,9,
2017-07-01 01:00:00,0,False,,1700.0,0.0,1,17,0,
2017-07-01 02:00:00,0,False,,800.0,800.0,1,8,8,
2017-07-01 03:00:00,0,False,,1700.0,0.0,1,17,0,
2017-07-01 04:00:00,0,False,,800.0,0.0,1,8,0,
2017-07-01 05:00:00,0,False,,800.0,0.0,1,8,0,
2017-07-01 06:00:00,0,False,,800.0,0.0,1,8,0,
2017-07-01 07:00:00,0,False,,800.0,0.0,1,8,0,
2017-07-01 08:00:00,0,False,,0.0,0.0,1,0,0,
2017-07-01 09:00:00,0,False,,1600.0,0.0,1,16,0,
2017-07-01 10:00:00,0,False,,1600.0,800.0,1,16,8,
2017-07-01 11:00:00,0,False,883.3333333333334,0.0,0.0,1,0,0,208.33333333333334
2017-07-01 12:00:00,0,False,966.6666666666666,1000.0,1000.0,1,10,10,216.66666666666666
2017-07-01 13:00:00,0,False,825.0,0.0,0.0,1,0,0,216.66666666666666
2017-07-01 14:00:00,0,False,925.0,2000.0,0.0,1,20,0,150.0
2017-07-01 15:00:00,0,False,1066.6666666666667,3400.0,0.0,1,34,0,150.0
2017-07-01 16:00:00,0,False,1000.0,0.0,0.0,1,0,0,150.0
2017-07-01 17:00:00,0,False,933.3333333333334,0.0,0.0,1,0,0,150.0
2017-07-01 18:00:00,0,False,866.6666666666666,0.0,0.0,1,0,0,150.0
2017-07-01 19:00:00,0,False,1533.3333333333333,8800.0,0.0,1,88,0,150.0
2017-07-01 20:00:00,0,False,1533.3333333333333,0.0,0.0,1,0,0,150.0
2017-07-01 21:00:00,0,False,1400.0,0.0,0.0,1,0,0,150.0
2017-07-01 22:00:00,0,False,1383.3333333333333,1400.0,0.0,1,14,0,83.33333333333333
2017-07-01 23:00:00,0,False,1383.3333333333333,0.0,1100.0,1,0,11,175.0
2017-07-02 00:00:00,1,False,1375.0,900.0,900.0,1,9,9,166.66666666666666
2017-07-02 01:00:00,0,False,1375.0,0.0,0.0,1,0,0,166.66666666666666
2017-07-02 02:00:00,1,False,1208.3333333333333,0.0,0.0,1,0,0,166.66666666666666
2017-07-02 03:00:00,1,False,925.0,0.0,0.0,1,0,0,166.66666666666666
2017-07-02 04:00:00,1,False,991.6666666666666,800.0,0.0,1,8,0,166.66666666666666
2017-07-02 05:00:00,1,False,1058.3333333333333,800.0,0.0,1,8,0,166.66666666666666
2017-07-02 06:00:00,1,False,1058.3333333333333,0.0,0.0,1,0,0,166.66666666666666
2017-07-02 07:00:00,1,False,383.3333333333333,700.0,0.0,1,7,0,166.66666666666666
2017-07-02 08:00:00,1,False,441.6666666666667,700.0,700.0,1,7,7,225.0
2017-07-02 09:00:00,1,False,500.0,700.0,0.0,1,7,0,225.0
2017-07-02 10:00:00,1,False,500.0,1400.0,700.0,1,14,7,283.3333333333333
2017-07-02 11:00:00,1,False,683.3333333333334,2200.0,700.0,1,22,7,250.0
2017-07-02 12:00:00,1,False,608.3333333333334,0.0,0.0,1,0,0,175.0
2017-07-02 13:00:00,1,False,725.0,1400.0,0.0,1,14,0,175.0
2017-07-02 14:00:00,0,False,1125.0,4800.0,2400.0,1,48,24,375.0
2017-07-02 15:00:00,0,False,1475.0,4200.0,0.0,1,42,0,375.0
2017-07-02 16:00:00,0,False,1408.3333333333333,0.0,0.0,1,0,0,375.0
2017-07-02 17:00:00,0,False,1341.6666666666667,0.0,0.0,1,0,0,375.0
2017-07-02 18:00:00,1,False,2175.0,10000.0,0.0,1,100,0,375.0
2017-07-02 19:00:00,0,False,2116.6666666666665,0.0,0.0,1,0,0,375.0
2017-07-02 20:00:00,0,False,2058.3333333333335,0.0,0.0,1,0,0,316.6666666666667
2017-07-02 21:00:00,0,False,2150.0,1800.0,0.0,1,18,0,316.6666666666667
2017-07-02 22:00:00,0,False,2125.0,1100.0,0.0,1,11,0,258.3333333333333
2017-07-02 23:00:00,0,False,1941.6666666666667,0.0,0.0,1,0,0,200.0
2017-07-03 00:00:00,0,False,2000.0,700.0,0.0,1,7,0,200.0
2017-07-03 01:00:00,1,False,1991.6666666666667,1300.0,600.0,1,13,6,250.0
2017-07-03 02:00:00,1,False,1641.6666666666667,600.0,0.0,1,6,0,50.0
2017-07-03 03:00:00,0,False,1391.6666666666667,1200.0,0.0,1,12,0,50.0
2017-07-03 04:00:00,0,False,1441.6666666666667,600.0,600.0,1,6,6,100.0
2017-07-03 05:00:00,2,False,1541.8647583846848,1202.3771006162153,0.0,1,19,0,100.0
2017-07-03 06:00:00,1,False,708.5314250513514,0.0,0.0,1,0,0,100.0
2017-07-03 07:00:00,1,False,766.8647583846847,700.0,1300.0,1,7,13,208.33333333333334
2017-07-03 08:00:00,1,False,766.8647583846847,0.0,0.0,1,0,0,208.33333333333334
2017-07-03 09:00:00,1,False,675.1980917180181,700.0,0.0,1,7,0,208.33333333333334
